"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"ENSG00000115461",2227.18237948062,-3.10980770008613,0.533393442202103,-5.83023234640335,5.53502525038329e-09,6.92431658822949e-06
"ENSG00000100342",51.0575603001949,-3.45966657774107,0.590596849993425,-5.85791573012891,4.68712368131338e-09,6.92431658822949e-06
"ENSG00000225972",114.810318071574,5.07540339678274,0.953864278832123,5.32088632462144,1.03262914554992e-07,8.61212707388634e-05
"ENSG00000187840",46.6987149151038,2.83682856678464,0.543888582256689,5.21582665886116,1.82999250207796e-07,0.000114466031004976
"ENSG00000125730",27.6253166040431,-8.4079750644034,1.68097393592976,-5.00184737234065,5.67835389177897e-07,0.000255734777500899
"ENSG00000243137",29.9591078124323,-8.44012122526716,1.69242799228345,-4.98698985348239,6.13272847723978e-07,0.000255734777500899
"ENSG00000196711",21.0023634416701,-5.94094461773266,1.21459159070201,-4.89131051393079,1.00166795729715e-06,0.000358024747022494
"ENSG00000168386",54.9027540266521,-2.42739971987517,0.521305449164012,-4.65638662279065,3.21807363465952e-06,0.00100645252923977
"ENSG00000143819",104.462296996549,-2.70569356119806,0.590857217028635,-4.5792680248618,4.66605965797849e-06,0.00106131647856929
"ENSG00000109610",65.2972871236075,-3.41274061669955,0.74348057037608,-4.59022165834577,4.42775548816529e-06,0.00106131647856929
"ENSG00000168477",16.0889288912305,-4.70963028100441,1.02551399595752,-4.59245831804278,4.38055022030509e-06,0.00106131647856929
"ENSG00000145824",319.747913179204,-7.91722072815386,1.73860036362288,-4.55378987247881,5.26879855832718e-06,0.00109854449941122
"ENSG00000145425",195.587434779041,1.46993389825978,0.347335117257781,4.23203363329611,2.31587766351476e-05,0.00372812094001112
"ENSG00000067113",76.7736220590267,-2.57819942957282,0.605963907288041,-4.25470791009883,2.09322082898036e-05,0.00372812094001112
"ENSG00000211445",113.910409901261,-3.53234214676571,0.826941674416945,-4.2715735051765,1.94098526899411e-05,0.00372812094001112
"ENSG00000140092",147.585621401992,-2.18296804519176,0.519540675140564,-4.20172692850496,2.64886537193334e-05,0.00372812094001112
"ENSG00000232573",21.8441036418524,2.23165810760456,0.53006299731335,4.21017524127477,2.55172682956215e-05,0.00372812094001112
"ENSG00000140988",359.68699564323,1.72002460177636,0.409636575012883,4.19890387405536,2.68210139569146e-05,0.00372812094001112
"ENSG00000123416",245.628525676795,2.19045393654171,0.524679301141598,4.1748434363157,2.98191057067911e-05,0.00392670539359955
"ENSG00000163682",129.014550486714,1.25442235540412,0.307501209153195,4.0794062529334,4.51508730198099e-05,0.00539219848250834
"ENSG00000105664",17.6766809633462,-6.24185450700536,1.53029615998671,-4.07885393050948,4.52582606445544e-05,0.00539219848250834
"ENSG00000146859",17.3237728200521,-3.1649974517545,0.784710572869865,-4.0333309645356,5.49917420535943e-05,0.00598214515730839
"ENSG00000131620",21.4096098367652,-3.22605957351555,0.799081874354631,-4.03720779691198,5.40911542085489e-05,0.00598214515730839
"ENSG00000196230",513.95756432656,1.35010366263061,0.337279222803034,4.00292568101371,6.25639599879794e-05,0.00602057799576633
"ENSG00000070669",18.2819975062318,2.52510308412038,0.629431127915046,4.01172260495701,6.02773023699188e-05,0.00602057799576633
"ENSG00000090339",38.2934366150998,-2.85203533504855,0.710022736476945,-4.01682254458503,5.8988108835414e-05,0.00602057799576633
"ENSG00000148677",46.5470596398972,4.45088069632755,1.11622176312313,3.98745199508943,6.6786712444047e-05,0.00618890201981502
"ENSG00000163346",45.7681520645666,-1.92576691565632,0.48696660325488,-3.95461804317691,7.6657017504216e-05,0.00684985206412673
"ENSG00000092621",19.3253139463964,2.35360591560723,0.603478139848687,3.90006822152225,9.6165586483435e-05,0.00696939296071292
"ENSG00000133048",84.5694624396964,-10.0151041011317,2.57446418534452,-3.89017029568484,0.000100173897582467,0.00696939296071292
"ENSG00000144713",130.475885660223,1.47280858933107,0.37620904629654,3.91486755523191,9.0453846844368e-05,0.00696939296071292
"ENSG00000168028",150.947259644402,1.68170361080993,0.432036463176323,3.89250388369094,9.92149108487026e-05,0.00696939296071292
"ENSG00000169116",26.2123866855954,-5.04700777896865,1.28697232495175,-3.92161329433239,8.79580746270399e-05,0.00696939296071292
"ENSG00000173457",77.258275169996,1.92254077163725,0.489514661338035,3.92744267634844,8.58538746043832e-05,0.00696939296071292
"ENSG00000103257",30.9880738689744,3.03580266543451,0.778892826606434,3.89758714130317,9.71558669876357e-05,0.00696939296071292
"ENSG00000100100",20.912761444164,-2.35400117427605,0.60515479833448,-3.88991573850985,0.000100279035405941,0.00696939296071292
"ENSG00000142937",241.080645293086,1.35869296332666,0.355874151149498,3.81790292702627,0.00013459085989228,0.00910125220136445
"ENSG00000136048",58.0164187667519,-2.09780451853406,0.551899473099824,-3.80106273113731,0.000144076817056454,0.00948632095461178
"ENSG00000210195",107.097369370548,-3.82153715966343,1.01159587597334,-3.77773105884442,0.000158263649889825,0.010153221846778
"ENSG00000134333",202.791329090003,1.88750303469286,0.501992637349588,3.76002135142552,0.000169898855638112,0.0103679740684526
"ENSG00000174444",187.18300071915,1.14959504595714,0.305286989611285,3.76562082590186,0.000166135757487299,0.0103679740684526
"ENSG00000137154",269.829288262231,1.35961587802689,0.362818675119878,3.74737016383641,0.00017869828075621,0.0106453118679056
"ENSG00000114942",119.403224237543,1.37705299891458,0.371127595396741,3.71045703955937,0.000206885404262044,0.0111566533581661
"ENSG00000188846",194.875498295923,1.39216528278539,0.375531837920251,3.70718309929566,0.000209577421196566,0.0111566533581661
"ENSG00000164611",20.475267910505,3.07919098458929,0.830448667108329,3.70786432268139,0.000209014585124333,0.0111566533581661
"ENSG00000111669",215.256153366727,1.7499225685059,0.470269388001227,3.72110669576761,0.00019835160541876,0.0111566533581661
"ENSG00000129009",29.2518833391908,-3.85584208673687,1.03830045263681,-3.71360917443962,0.000204324259615297,0.0111566533581661
"ENSG00000105640",106.117751752598,1.48831901540924,0.402988267143832,3.69320681705614,0.0002214437825713,0.011542757166529
"ENSG00000121064",31.1298694499377,-1.76085377780074,0.477672141690468,-3.68632294855867,0.000227517599119466,0.0116173272040185
"ENSG00000074800",370.231107793871,1.18430682130576,0.321943585486732,3.67861598955377,0.000234503039269597,0.0117345320850506
"ENSG00000169583",19.9477259829098,-3.4407191988058,0.9371865050627,-3.67132815103393,0.000241293295959118,0.0118375652252885
"ENSG00000206503",379.560618503878,-1.23979692594317,0.345176215364995,-3.59177970774198,0.00032842742256936,0.01416767950463
"ENSG00000102007",108.693648023493,1.57772962903387,0.439180809284517,3.59243754663188,0.000327599183371166,0.01416767950463
"ENSG00000161016",311.494190495877,1.29035432974803,0.35902270784511,3.59407441800232,0.000325546787767966,0.01416767950463
"ENSG00000182326",187.780864149239,-2.63022800544357,0.728420728294957,-3.61086375397396,0.000305178956373892,0.01416767950463
"ENSG00000159403",189.228563617727,-2.34344135518747,0.650690875509777,-3.60146644649277,0.000316427266897897,0.01416767950463
"ENSG00000140479",28.322733011417,-3.95890278893656,1.10019888670526,-3.59835193143322,0.000320240087141075,0.01416767950463
"ENSG00000108679",220.179094676834,-1.34534127421951,0.372358972609492,-3.61302230691893,0.00030264865579472,0.01416767950463
"ENSG00000162496",63.2955389789103,-3.11820701858699,0.875116384555314,-3.56319122075574,0.000366373594329897,0.0144863539283183
"ENSG00000158710",187.945262775469,1.48367374392481,0.41861223092112,3.54426754483526,0.000393705507586984,0.0144863539283183
"ENSG00000181163",173.569860293499,1.20265361806814,0.338568652506741,3.55217061344505,0.000382067038792062,0.0144863539283183
"ENSG00000198755",261.05417321437,1.18446395741698,0.334230145225496,3.54385735199874,0.000394318530350801,0.0144863539283183
"ENSG00000112306",755.079363509945,1.35663157229987,0.380088473714141,3.56925207187464,0.000358001838115191,0.0144863539283183
"ENSG00000147403",159.769714567771,1.27294534291603,0.357960967838058,3.55610096431496,0.000376399474133,0.0144863539283183
"ENSG00000138326",109.989201419922,1.22566495767243,0.345361185759418,3.54893661537935,0.000386790173266809,0.0144863539283183
"ENSG00000110700",126.266659729882,1.17296613079427,0.330715358573587,3.54675433234611,0.000390008089650068,0.0144863539283183
"ENSG00000089009",133.781907109078,1.28524699904705,0.358864558304293,3.58142638860773,0.000341723424155929,0.0144863539283183
"ENSG00000067141",16.0043590283152,-1.95508685333744,0.55222024750326,-3.54041138871115,0.000399503765409258,0.0144863539283183
