"","N1_normal","N2_normal","N3_normal","CO2_colitis","CO4_colitis","CO5_colitis","CA1_cancer","CA2_cancer","CA3_cancer","CA4_cancer"
"ENSG00000227232",5.31358720479905,3.09064010546396,4.47866073929595,2.83226253388471,4.73746891590014,3.56453184803678,7.75844162340753,4.18667554922384,8.29050804918851,2.01898494484282
"ENSG00000225972",393.20545315513,7.21149357941591,684.115427927456,8.49678760165412,7.57995026544023,4.45566481004597,10.6678572321853,8.37335109844768,18.9497326838595,5.04746236210705
"ENSG00000225630",29.2247296263948,44.2991748449834,328.061899153428,277.561728320701,57.7971207739817,36.536451442377,603.218836219935,88.9668554210066,183.575535374888,200.889002011861
"ENSG00000237973",59.3350571202561,117.44432400763,1887.75550161324,89.6883135730157,137.386598561104,57.9236425305976,130.923702395002,157.000333095894,374.257220506224,75.7119354316058
"ENSG00000229344",19.4831530842632,71.0847224256711,53.7439288715514,45.3162005421553,73.9045150880422,32.9719195943402,63.0373381901861,75.3601598860291,164.625802691029,35.3322365347493
"ENSG00000248527",462.282086817517,589.282046775128,1073.7589122462,482.428718271695,672.72058605782,479.429533560946,892.220786691865,1164.94247157153,1594.14626202968,492.632326541648
"ENSG00000198744",30.9959253613278,84.4774962160149,34.7096207295436,50.0366380986298,60.6396021235218,44.5566481004597,224.994807078818,98.3868754067602,146.860428299911,40.3796988968564
"ENSG00000228794",0.885597867466508,1.03021336848799,1.11966518482399,1.8881750225898,1.89498756636006,0.891132962009194,2.90941560877782,1.04666888730596,1.18435829274122,1.00949247242141
"ENSG00000272438",0.885597867466508,0,0,0,0.947493783180028,0,3.87922081170376,1.04666888730596,3.55307487822365,1.00949247242141
"ENSG00000223764",3.54239146986603,0,0,2.83226253388471,4.73746891590014,2.67339888602758,19.3961040585188,11.5133577603656,24.8715241475655,4.03796988968564
"ENSG00000187634",7.97038080719858,0,0,7.55270009035922,10.4224316149803,9.80246258210113,39.7620133199636,29.3067288445669,26.0558824403067,5.04746236210705
"ENSG00000188976",22.1399466866627,18.5438406327838,19.0343081420078,13.2172251581286,14.2124067477004,24.9517229362574,12.6074676380372,17.7933710842013,21.3184492693419,15.1423870863212
"ENSG00000187961",4.42798933733254,3.09064010546396,3.35899555447196,5.66452506776941,6.6324564822602,4.45566481004597,7.75844162340753,3.14000666191788,10.6592246346709,4.03796988968564
"ENSG00000187583",0.885597867466508,1.03021336848799,0,0.944087511294902,0.947493783180028,1.78226592401839,1.93961040585188,1.04666888730596,2.36871658548243,1.00949247242141
"ENSG00000188290",1.77119573493302,1.03021336848799,3.35899555447196,2.83226253388471,4.73746891590014,0,3.87922081170376,3.14000666191788,10.6592246346709,1.00949247242141
"ENSG00000231702",1.77119573493302,9.27192031639188,5.59832592411994,5.66452506776941,5.68496269908017,4.45566481004597,1.93961040585188,2.09333777461192,2.36871658548243,3.02847741726423
"ENSG00000187608",34.5383168311938,74.175362531135,80.6158933073271,43.4280255195655,89.0644156189227,30.2985207083126,121.225650365743,356.914090571332,97.1173800047797,54.5125935107561
"ENSG00000188157",23.9111424215957,24.7251208437117,22.3933036964797,17.9376627146031,50.2171705085415,8.02019665808274,35.8827925082598,36.6334110557086,58.0335563443196,38.3607139520136
"ENSG00000131591",1.77119573493302,2.06042673697597,2.23933036964797,1.8881750225898,1.89498756636006,2.67339888602758,1.93961040585188,2.09333777461192,3.55307487822365,2.01898494484282
"ENSG00000078808",48.707882710658,62.8430154777672,83.974888861799,50.0366380986298,59.6921083403418,67.7261051126987,56.2487017697046,83.7335109844768,116.067112688639,84.7973676833984
"ENSG00000176022",8.85597867466508,21.6344807382477,20.1539733268318,14.1613126694235,16.1073943140605,16.0403933161655,11.6376624351113,11.5133577603656,17.7653743911182,11.1044171966355
"ENSG00000160087",12.3983701445311,11.3323470533679,12.3163170330639,10.3849626242439,10.4224316149803,16.9315262781747,8.72824682633347,13.6066955349775,11.8435829274122,10.0949247242141
"ENSG00000230415",0.885597867466508,0,1.11966518482399,0.944087511294902,1.89498756636006,0,1.93961040585188,0,4.73743317096486,1.00949247242141
"ENSG00000162572",0.885597867466508,0,1.11966518482399,0.944087511294902,1.89498756636006,0.891132962009194,1.93961040585188,1.04666888730596,4.73743317096486,1.00949247242141
"ENSG00000131584",6.19918507226556,4.12085347395195,4.47866073929595,5.66452506776941,8.52744404862025,4.45566481004597,9.69805202925941,6.28001332383576,16.581016098377,8.07593977937128
"ENSG00000169972",4.42798933733254,6.18128021092792,8.9573214785919,5.66452506776941,6.6324564822602,6.23793073406436,2.90941560877782,5.2333444365298,5.92179146370608,4.03796988968564
"ENSG00000127054",7.97038080719858,8.24170694790389,7.83765629376791,7.55270009035922,8.52744404862025,8.02019665808274,7.75844162340753,6.28001332383576,13.0279412201534,8.07593977937128
"ENSG00000240731",4.42798933733254,1.03021336848799,1.11966518482399,3.77635004517961,3.78997513272011,1.78226592401839,4.8490260146297,1.04666888730596,7.10614975644729,4.03796988968564
"ENSG00000224051",7.08478293973207,17.5136272642958,19.0343081420078,11.3290501355388,13.2649129645204,12.4758614681287,8.72824682633347,12.5600266476715,18.9497326838595,11.1044171966355
"ENSG00000107404",11.5127722770646,20.6042673697597,21.2736385116558,17.9376627146031,24.6348383626807,20.4960581262115,12.6074676380372,11.5133577603656,20.1340909766007,17.161372031164
"ENSG00000162576",87.6741888791843,259.613768858973,172.428438462894,103.849626242439,163.916424490145,105.153689517085,154.199027265225,197.820419700826,380.17901196993,199.879509539439
"ENSG00000175756",27.4535338914618,58.7221620038152,58.2225896108473,35.8753254292063,42.6372202431013,69.5083710367171,19.3961040585188,34.5400732810967,34.3463904894953,27.2562967553781
"ENSG00000221978",23.0255445541292,9.27192031639188,24.6326340661277,27.3785378275522,23.6873445795007,12.4758614681287,26.1847404790004,14.6533644222834,66.3240643935081,30.2847741726423
"ENSG00000224870",4.42798933733254,4.12085347395195,5.59832592411994,3.77635004517961,3.78997513272011,4.45566481004597,5.81883121755564,6.28001332383576,7.10614975644729,4.03796988968564
"ENSG00000242485",15.0551637469306,20.6042673697597,22.3933036964797,16.9935752033082,17.0548880972405,24.9517229362574,12.6074676380372,14.6533644222834,10.6592246346709,13.1234021414783
"ENSG00000272455",1.77119573493302,1.03021336848799,1.11966518482399,0.944087511294902,0.947493783180028,0.891132962009194,0.969805202925941,1.04666888730596,2.36871658548243,1.00949247242141
"ENSG00000160072",3.54239146986603,2.06042673697597,4.47866073929595,3.77635004517961,4.73746891590014,5.34679777205516,2.90941560877782,2.09333777461192,4.73743317096486,3.02847741726423
"ENSG00000197785",10.6271744095981,15.4532005273198,15.6753125875358,11.3290501355388,11.3699253981603,20.4960581262115,5.81883121755564,9.42001998575364,9.47486634192973,7.06644730694987
"ENSG00000205090",1.77119573493302,2.06042673697597,3.35899555447196,1.8881750225898,1.89498756636006,1.78226592401839,0.969805202925941,1.04666888730596,4.73743317096486,2.01898494484282
"ENSG00000160075",11.5127722770646,16.4834138958078,20.1539733268318,16.0494876920133,14.2124067477004,18.7137922021931,9.69805202925941,14.6533644222834,11.8435829274122,13.1234021414783
"ENSG00000228594",1.77119573493302,8.24170694790389,10.0769866634159,5.66452506776941,5.68496269908017,3.56453184803678,3.87922081170376,5.2333444365298,5.92179146370608,4.03796988968564
"ENSG00000272106",1.77119573493302,1.03021336848799,1.11966518482399,0.944087511294902,0.947493783180028,1.78226592401839,1.93961040585188,2.09333777461192,2.36871658548243,1.00949247242141
"ENSG00000197530",2.65679360239952,3.09064010546396,5.59832592411994,3.77635004517961,4.73746891590014,2.67339888602758,5.81883121755564,4.18667554922384,10.6592246346709,5.04746236210705
"ENSG00000248333",7.97038080719858,8.24170694790389,8.9573214785919,7.55270009035922,9.47493783180028,8.91132962009194,6.78863642048158,7.32668221114172,13.0279412201534,8.07593977937128
"ENSG00000189339",7.08478293973207,4.12085347395195,4.47866073929595,4.72043755647451,5.68496269908017,4.45566481004597,9.69805202925941,5.2333444365298,9.47486634192973,7.06644730694987
"ENSG00000008130",7.97038080719858,5.15106684243993,6.71799110894392,7.55270009035922,6.6324564822602,6.23793073406436,6.78863642048158,7.32668221114172,9.47486634192973,9.08543225179269
"ENSG00000078369",61.1062528551891,64.9034422147432,62.7012503501433,51.9248131212196,49.2696767253615,65.0527062266711,58.1883121755564,63.8468021256635,37.8994653677189,66.6265031798131
"ENSG00000182873",0.885597867466508,1.03021336848799,1.11966518482399,0.944087511294902,1.89498756636006,0.891132962009194,0.969805202925941,0,1.18435829274122,1.00949247242141
"ENSG00000162585",1.77119573493302,5.15106684243993,5.59832592411994,4.72043755647451,4.73746891590014,3.56453184803678,1.93961040585188,3.14000666191788,3.55307487822365,3.02847741726423
"ENSG00000157933",15.9407616143972,18.5438406327838,20.1539733268318,19.8258377371929,17.0548880972405,14.2581273921471,19.3961040585188,16.7467021968954,20.1340909766007,19.1803569760068
"ENSG00000157916",23.0255445541292,30.9064010546396,30.2309599902477,21.7140127597827,21.7923570131406,29.4073877463034,22.3055196672966,29.3067288445669,35.5307487822365,27.2562967553781
"ENSG00000157911",6.19918507226556,11.3323470533679,8.9573214785919,7.55270009035922,9.47493783180028,10.6935955441103,3.87922081170376,7.32668221114172,7.10614975644729,7.06644730694987
"ENSG00000157881",3.54239146986603,5.15106684243993,4.47866073929595,3.77635004517961,3.78997513272011,2.67339888602758,4.8490260146297,5.2333444365298,4.73743317096486,4.03796988968564
"ENSG00000157873",2.65679360239952,7.21149357941591,1.11966518482399,5.66452506776941,8.52744404862025,3.56453184803678,11.6376624351113,13.6066955349775,27.240240733048,6.05695483452846
"ENSG00000157870",8.85597867466508,14.4229871588318,8.9573214785919,6.60861257906431,10.4224316149803,9.80246258210113,7.75844162340753,10.4666888730596,8.29050804918851,7.06644730694987
"ENSG00000162591",0.885597867466508,23.6949074752237,8.9573214785919,21.7140127597827,3.78997513272011,1.78226592401839,5.81883121755564,2.09333777461192,27.240240733048,47.4461462038063
"ENSG00000158109",26.5679360239953,31.9366144231276,31.3506251750716,32.0989753840267,31.2672948449409,33.8630525563494,24.2451300731485,33.4934043937907,30.7933156112716,35.3322365347493
"ENSG00000116213",1.77119573493302,2.06042673697597,2.23933036964797,1.8881750225898,1.89498756636006,1.78226592401839,1.93961040585188,1.04666888730596,2.36871658548243,2.01898494484282
"ENSG00000227372",1.77119573493302,1.03021336848799,2.23933036964797,1.8881750225898,2.84248134954008,1.78226592401839,2.90941560877782,2.09333777461192,3.55307487822365,2.01898494484282
"ENSG00000130764",15.9407616143972,14.4229871588318,16.7949777723598,13.2172251581286,12.3174191813404,16.9315262781747,15.5168832468151,14.6533644222834,15.3966578056358,13.1234021414783
"ENSG00000116198",4.42798933733254,3.09064010546396,2.23933036964797,2.83226253388471,3.78997513272011,3.56453184803678,4.8490260146297,4.18667554922384,3.55307487822365,4.03796988968564
"ENSG00000169598",1.77119573493302,1.03021336848799,1.11966518482399,1.8881750225898,0.947493783180028,0.891132962009194,0.969805202925941,1.04666888730596,1.18435829274122,1.00949247242141
"ENSG00000198912",4.42798933733254,4.12085347395195,3.35899555447196,5.66452506776941,3.78997513272011,4.45566481004597,5.81883121755564,3.14000666191788,2.36871658548243,3.02847741726423
"ENSG00000069424",0.885597867466508,2.06042673697597,0,0.944087511294902,0.947493783180028,0.891132962009194,0.969805202925941,1.04666888730596,2.36871658548243,2.01898494484282
"ENSG00000116251",30.1103274938613,50.4804550559113,54.8635940563754,48.14846307604,45.4797015926414,50.7945788345241,23.2753248702226,29.3067288445669,20.1340909766007,28.2657892277995
"ENSG00000158286",0.885597867466508,1.03021336848799,1.11966518482399,0.944087511294902,2.84248134954008,0,2.90941560877782,1.04666888730596,4.73743317096486,3.02847741726423
"ENSG00000116237",35.4239146986603,28.8459743176636,24.6326340661277,26.4344503162573,25.5823321458608,32.080786632331,31.0337664936301,38.7267488303205,26.0558824403067,29.2752817002209
"ENSG00000158292",1.77119573493302,3.09064010546396,1.11966518482399,1.8881750225898,1.89498756636006,0.891132962009194,0.969805202925941,3.14000666191788,2.36871658548243,2.01898494484282
"ENSG00000097021",13.2839680119976,26.7855475806877,15.6753125875358,11.3290501355388,18.0023818804205,24.0605899742482,13.5772728409632,17.7933710842013,18.9497326838595,16.1518795587426
"ENSG00000215788",0,0,2.23933036964797,1.8881750225898,0.947493783180028,0,2.90941560877782,1.04666888730596,5.92179146370608,1.00949247242141
"ENSG00000171680",0.885597867466508,1.03021336848799,4.47866073929595,1.8881750225898,2.84248134954008,0,3.87922081170376,2.09333777461192,9.47486634192973,2.01898494484282
"ENSG00000162408",2.65679360239952,2.06042673697597,2.23933036964797,1.8881750225898,2.84248134954008,2.67339888602758,2.90941560877782,3.14000666191788,2.36871658548243,2.01898494484282
"ENSG00000204859",1.77119573493302,2.06042673697597,3.35899555447196,1.8881750225898,2.84248134954008,1.78226592401839,2.90941560877782,2.09333777461192,4.73743317096486,2.01898494484282
"ENSG00000162413",8.85597867466508,7.21149357941591,8.9573214785919,16.0494876920133,16.1073943140605,7.12906369607355,15.5168832468151,15.7000333095894,24.8715241475655,14.1328946138997
"ENSG00000116273",9.74157654213159,7.21149357941591,10.0769866634159,10.3849626242439,8.52744404862025,8.02019665808274,8.72824682633347,10.4666888730596,13.0279412201534,9.08543225179269
"ENSG00000041988",2.65679360239952,4.12085347395195,5.59832592411994,2.83226253388471,3.78997513272011,3.56453184803678,3.87922081170376,4.18667554922384,4.73743317096486,2.01898494484282
"ENSG00000007923",12.3983701445311,10.3021336848799,10.0769866634159,9.44087511294902,10.4224316149803,11.5847285061195,9.69805202925941,9.42001998575364,13.0279412201534,11.1044171966355
"ENSG00000171735",1.77119573493302,3.09064010546396,3.35899555447196,2.83226253388471,1.89498756636006,2.67339888602758,1.93961040585188,2.09333777461192,1.18435829274122,1.00949247242141
"ENSG00000049245",45.1654912407919,61.8128021092792,44.7866073929595,51.9248131212196,51.1646642917215,60.5970414166252,52.3694809580008,63.8468021256635,37.8994653677189,43.4081763141206
"ENSG00000049246",0.885597867466508,1.03021336848799,1.11966518482399,1.8881750225898,1.89498756636006,0.891132962009194,2.90941560877782,1.04666888730596,1.18435829274122,2.01898494484282
"ENSG00000116288",54.9070677829235,92.7192031639188,103.009197003807,70.8065633471177,66.324564822602,98.9157587830205,39.7620133199636,62.8001332383576,54.4804814660959,59.5600558728632
"ENSG00000116285",6.19918507226556,6.18128021092792,17.9146429571838,16.9935752033082,9.47493783180028,9.80246258210113,7.75844162340753,8.37335109844768,5.92179146370608,10.0949247242141
